montant,nb_achats,recence,satisfaction
92.04,1,76.86,4.0
181.55,1,333.56,5.0
154.67000000000002,1,232.71,5.0
162.55,1,237.49,5.0
51.5,1,403.56,4.0
60.0,1,269.8,5.0
111.89,1,190.68,5.0
154.18,2,27.7,4.0
109.35,2,39.81,4.5
108.51,3,396.13,4.666666666666667
17.22,1,383.01,4.0
51.69,1,324.86,5.0
152.48,1,272.86,5.0
258.01,2,286.69,1.0
59.22,1,118.7,4.0
39.18,3,26.71,5.0
45.79,1,283.43,5.0
67.38,1,66.83,5.0
69.85,1,84.39,5.0
96.35,1,413.42,4.0
237.46,1,25.54,2.0
102.05,4,405.65,4.5
374.37,1,176.34,5.0
34.989999999999995,1,282.61,4.0
137.85,1,112.48,5.0
73.13,1,359.4,5.0
168.20000000000002,1,405.49,3.0
218.07,1,171.43,5.0
78.27,1,375.83,5.0
96.8,1,322.5,5.0
1289.5,1,237.71,4.0
112.06,1,19.51,3.0
48.17,3,391.63,5.0
70.44,1,195.71,5.0
29.75,1,272.37,5.0
103.36,1,459.61,4.0
35.379999999999995,1,154.69,5.0
114.25,1,101.92,5.0
72.53,1,285.89,1.0
79.50999999999999,2,66.62,1.0
259.01,1,19.6,5.0
65.87,1,87.75,5.0
299.33,1,257.94,4.0
41.38,1,334.83,5.0
159.21,1,314.77,3.0
118.35,1,82.55,5.0
74.51,1,70.03,4.0
134.81,1,30.84,5.0
76.78,1,289.78,1.0
203.23,1,58.94,5.0
53.42,1,79.43,5.0
35.230000000000004,1,103.52,1.0
58.16,1,109.89,5.0
258.9,2,75.79,5.0
246.49,1,131.55,2.0
38.13,1,109.87,5.0
188.38,1,556.35,5.0
227.71,1,353.59,4.0
84.38,1,165.42,4.0
57.38,1,163.86,5.0
165.60000000000002,1,309.55,4.0
20.29,1,125.71,5.0
60.01,4,233.63,2.0
212.98,1,150.69,5.0
160.57000000000002,1,302.76,5.0
566.0899999999999,1,50.8,5.0
85.82000000000001,3,196.53,5.0
35.77,1,289.8,4.0
186.27,1,195.92,4.0
28.0,1,280.36,5.0
184.03,1,165.83,5.0
115.02,1,501.42,4.0
1038.36,1,323.56,1.0
103.07,1,236.25,3.0
55.0,1,270.8,4.0
102.26,1,232.6,5.0
77.66,1,201.61,1.0
72.06,1,28.66,1.0
69.12,1,273.51,4.0
171.22,1,68.99,5.0
364.64,1,359.96,4.0
464.64,1,283.77,1.0
95.13,1,28.76,5.0
352.16,1,134.89,4.0
99.57,1,14.72,4.0
29.33,1,120.99,4.0
150.61,1,434.78,5.0
79.50999999999999,1,66.45,1.0
117.01,1,160.78,4.0
120.09,1,349.7,1.0
83.81,2,197.54,3.0
180.71,1,260.62,5.0
145.75,1,146.8,4.0
77.89,1,139.01,5.0
43.58,1,299.42,5.0
54.0,1,61.85,5.0
87.34,1,235.98,4.0
310.2,1,279.86,5.0
313.53,1,156.76,5.0
249.54,1,39.84,4.0
117.94,1,282.64,4.0
128.78,1,28.82,5.0
194.17,1,525.75,4.0
27.68,1,214.95,5.0
148.04000000000002,1,283.79,5.0
29.98,1,25.73,5.0
121.75,4,146.02,5.0
45.01,2,283.37,5.0
1804.05,1,175.49,1.0
309.12,1,513.96,1.0
35.09,1,281.85,5.0
133.04000000000002,1,37.61,5.0
135.87,1,384.57,3.0
101.5,1,116.73,4.0
70.05,2,278.56,5.0
70.83,1,274.87,5.0
426.07,1,208.74,2.0
79.17,1,263.34,4.0
105.67,1,31.78,5.0
139.01,1,116.41,4.0
121.09,1,407.69,5.0
137.27,1,512.89,3.0
50.14,1,470.93,4.0
22.29,2,43.71,5.0
112.46,1,48.82,1.0
201.84,1,187.53,5.0
59.13,1,159.96,5.0
151.61,1,174.72,4.0
108.42,1,81.56,5.0
52.68,1,360.32,5.0
120.31,1,62.94,5.0
282.65000000000003,1,273.79,1.0
43.62,1,359.98,5.0
77.38,2,261.3,2.0
142.10000000000002,1,330.0,5.0
128.5,1,285.74,4.0
98.79,1,370.8,1.0
128.53,1,76.96,5.0
60.1,2,276.0,5.0
108.19,1,367.79,5.0
189.35,1,272.53,5.0
91.35,1,313.45,5.0
60.63,1,42.2,5.0
41.95,1,128.7,3.0
173.25,1,156.55,4.0
89.61000000000001,1,113.98,1.0
46.3,1,77.92,5.0
647.54,1,368.54,4.0
55.0,1,399.58,5.0
108.33,1,38.96,5.0
129.98,1,513.75,5.0
60.59,2,377.92,3.0
693.0600000000001,1,386.63,5.0
118.65,1,64.96,5.0
134.21,1,146.41,5.0
113.34,1,228.52,1.0
1409.12,1,547.81,4.0
189.93,2,285.53,5.0
97.54,1,136.91,5.0
85.14,1,467.94,1.0
107.4,1,270.56,5.0
166.96,2,117.8,2.0
839.4,1,395.54,3.0
72.75999999999999,1,109.97,4.0
46.95,1,145.39,5.0
181.14,1,30.59,5.0
64.5,1,122.73,3.0
28.09,1,191.39,4.0
63.1,1,280.34,1.0
369.92,1,271.41,5.0
149.89,1,84.69,5.0
35.0,1,384.45,4.0
43.63,1,170.73,5.0
101.12,1,466.43,4.0
74.18,1,165.86,5.0
497.1,1,206.52,4.0
242.8,1,468.5,5.0
81.61,1,475.79,1.0
30.1,1,404.54,5.0
49.44,1,259.99,3.0
35.19,2,113.56,5.0
88.86,1,149.84,4.0
178.56,1,466.79,5.0
46.39,1,537.5,1.0
96.12,1,260.65,1.0
174.04000000000002,1,219.47,3.0
37.0,1,314.92,4.0
75.27000000000001,1,90.38,5.0
54.79,1,458.63,5.0
32.099999999999994,1,420.7,5.0
46.58,2,306.68,5.0
36.24,1,296.93,3.0
47.28,3,311.62,5.0
1458.51,1,95.92,5.0
27.68,1,279.93,4.0
26.29,1,92.84,5.0
231.14,1,196.79,4.0
121.68,1,149.81,5.0
725.99,1,197.57,1.0
98.62,1,474.57,5.0
133.46,1,361.86,5.0
49.13,1,150.79,5.0
190.37,1,278.87,5.0
162.81,1,31.88,2.0
63.33,1,366.43,1.0
55.31,1,147.55,2.0
66.61,1,11.93,5.0
48.870000000000005,1,121.89,5.0
37.61,1,162.57,5.0
150.14,1,340.71,1.0
29.83,1,84.97,5.0
73.13,1,568.77,5.0
126.03,1,112.91,1.0
68.01,1,308.38,5.0
68.39,1,423.86,5.0
195.47,1,39.77,3.0
43.41,1,81.85,4.0
65.00999999999999,1,261.86,4.0
95.99,1,340.52,1.0
40.0,1,233.75,5.0
29.75,1,315.62,5.0
178.59,1,378.38,3.0
41.75,1,323.61,5.0
29.82,1,129.81,5.0
1433.04,1,237.74,1.0
192.03,1,44.9,5.0
65.35,1,33.93,5.0
2606.01,1,514.5,4.0
40.0,1,354.53,5.0
42.5,1,16.97,5.0
298.2,1,450.37,3.0
71.03999999999999,1,188.61,4.0
245.0,2,25.59,4.0
163.83,2,373.88,4.0
183.6,1,97.46,5.0
167.66,3,412.43,4.0
95.55,1,235.52,5.0
101.74,1,284.86,1.0
48.13,1,353.93,5.0
154.22,1,8.53,5.0
518.25,1,186.57,1.0
94.74,1,24.81,5.0
149.14,1,236.97,5.0
250.61,1,182.9,5.0
221.79,1,262.62,4.0
550.83,1,51.91,5.0
178.8,1,164.83,5.0
62.76,1,461.82,3.0
91.36,1,381.96,5.0
62.28,1,139.98,4.0
62.56,1,142.83,4.0
32.7,1,42.54,4.0
153.1,1,73.86,5.0
168.1,2,375.75,4.0
197.85,1,26.87,5.0
241.15,1,119.48,5.0
213.73,2,123.51,5.0
414.03,1,61.47,5.0
53.37,1,376.63,4.0
804.96,1,26.93,5.0
89.02,1,187.66,1.0
98.1,2,202.87,5.0
114.13,1,416.55,4.0
78.94,1,299.44,5.0
27.68,1,332.73,5.0
28.380000000000003,1,403.65,5.0
77.32,1,11.8,4.0
111.02,1,235.55,5.0
72.72,1,40.67,5.0
37.38,1,124.64,5.0
36.75,1,216.4,1.0
340.07,1,108.77,4.0
107.78,1,275.88,5.0
119.48,1,282.68,5.0
69.32,1,74.54,5.0
57.72,1,132.98,5.0
68.62,1,543.34,5.0
43.77,1,286.85,4.0
117.75,1,199.82,5.0
35.0,1,403.66,5.0
71.94,1,354.71,4.0
170.0,1,38.91,5.0
43.03,2,68.87,5.0
425.07,1,566.62,1.0
23.21,2,117.63,2.0
73.71,1,334.86,3.0
94.3,1,455.59,5.0
310.21,1,13.79,5.0
180.3,1,428.57,4.0
202.83,1,227.66,5.0
137.99,1,349.42,5.0
54.23,1,87.05,4.0
47.62,1,355.38,3.0
35.04,1,494.68,3.0
47.53,1,268.52,5.0
115.82,1,60.87,4.0
276.49,1,434.94,3.0
690.6800000000001,1,237.31,5.0
224.75,1,282.39,5.0
207.09,2,450.75,5.0
319.11,1,222.76,5.0
132.49,1,61.59,4.0
110.53,2,272.41,5.0
168.88,1,158.66,4.0
61.75,1,330.84,5.0
145.01,1,217.34,5.0
432.18,7,40.52,4.857142857142857
36.89,1,541.92,5.0
65.05,1,236.83,5.0
104.83,1,295.33,5.0
150.3,1,347.68,3.0
91.23,1,13.5,5.0
24.71,1,340.61,5.0
137.07999999999998,1,411.8,5.0
19.39,1,144.63,5.0
64.1,1,209.53,2.0
83.75,1,133.67,2.0
206.95,1,334.52,3.0
36.94,1,28.61,5.0
252.2,1,464.82,5.0
25.01,2,320.59,3.0
122.83,1,118.99,5.0
50.63,1,202.31,3.0
50.66,2,404.93,4.0
55.22,2,155.82,5.0
257.04,1,379.52,5.0
12.39,1,94.93,5.0
361.27,1,423.66,5.0
60.1,1,199.92,4.0
61.77,1,223.46,5.0
194.11,1,180.74,3.0
150.87,1,337.72,5.0
28.18,1,225.33,5.0
111.66,1,160.48,5.0
250.4,1,248.45,5.0
173.82,2,188.49,4.0
213.11,1,467.69,5.0
58.67,1,355.76,2.0
443.77,1,42.47,4.0
67.88,1,136.56,5.0
83.22999999999999,2,372.06,2.0
157.45,1,344.59,3.0
221.35,1,199.69,1.0
155.22,1,223.57,5.0
76.66,1,259.35,5.0
103.47,1,109.51,4.0
89.57,2,535.92,1.0
71.14,1,397.92,1.0
33.29,2,123.6,5.0
66.69,1,475.5,5.0
170.28,1,282.4,1.0
51.09,1,215.68,5.0
243.56,1,242.83,1.0
408.66,1,143.91,1.0
102.69,1,694.5,5.0
71.85,1,169.98,5.0
55.0,2,232.85,4.0
291.37,1,283.78,5.0
292.38,1,152.84,3.0
265.41,1,138.63,4.0
190.94,1,144.36,5.0
393.29,1,116.56,2.0
64.0,1,386.86,5.0
143.38,1,117.9,4.0
119.44,1,109.8,5.0
48.3,1,72.08,5.0
334.28,2,240.99,5.0
104.59,1,223.96,5.0
150.72,2,75.51,4.0
149.78,1,110.87,5.0
77.34,1,98.92,5.0
34.0,4,453.62,4.0
65.1,1,321.95,2.0
27.89,1,17.7,5.0
152.82,1,219.7,1.0
36.36,1,21.7,5.0
174.59,1,377.41,5.0
512.62,1,25.76,4.0
166.02,1,48.87,3.0
821.26,1,203.57,5.0
263.24,1,299.38,4.0
241.15,1,125.73,5.0
77.68,1,399.65,5.0
216.06,1,291.78,5.0
44.09,1,285.87,4.0
343.74,1,179.67,4.0
215.14,1,354.61,5.0
94.39,1,119.46,5.0
79.31,1,159.79,5.0
251.66,1,164.03,5.0
89.07,1,558.83,5.0
127.16,1,405.72,1.0
78.47,1,365.82,4.0
25.77,1,359.73,5.0
74.59,1,103.57,5.0
29.75,5,282.35,1.6
76.19,1,256.8,4.0
57.38,1,18.95,5.0
47.72,2,274.42,5.0
146.66000000000005,1,285.59,1.0
45.21,1,32.41,5.0
94.21,1,152.55,5.0
137.23,1,95.64,5.0
201.05,1,189.42,5.0
47.68,3,292.46,1.0
25.130000000000003,1,50.56,5.0
94.3,1,403.64,5.0
263.55,1,115.58,3.0
37.46,1,24.63,5.0
28.48,1,13.66,4.0
45.16,1,564.39,5.0
97.43,1,96.82,5.0
153.02,1,21.7,4.0
118.24,1,357.68,1.0
609.56,1,281.72,4.0
111.17,1,506.9,3.0
103.61,1,433.93,5.0
359.91,1,424.8,1.0
186.43,1,321.93,5.0
435.64,1,157.9,5.0
371.32,1,180.94,5.0
101.74,1,366.89,5.0
96.8,1,280.94,5.0
219.63,1,390.54,5.0
78.47,1,299.0,4.0
30.0,1,320.91,1.0
173.68,1,31.46,4.0
32.69,1,111.69,4.0
46.3,2,81.7,1.0
85.85,1,375.63,5.0
30.66,1,540.51,1.0
138.28,1,146.51,4.0
377.17,1,367.92,5.0
55.0,1,321.37,5.0
92.9,1,130.41,4.0
104.28,1,482.3,5.0
73.97,1,155.81,5.0
123.18,1,158.56,4.0
335.09,1,115.95,1.0
31.53,1,144.41,4.0
711.74,1,144.93,1.0
70.24,1,131.0,5.0
57.39,1,82.71,5.0
94.3,1,408.59,1.0
96.52,1,176.83,5.0
64.14,1,431.88,1.0
1148.75,1,479.76,4.0
119.25,1,203.23,5.0
30.700000000000003,1,78.74,5.0
122.01,1,326.82,5.0
229.91,1,332.89,5.0
155.18,1,356.94,5.0
42.29,9,284.93,4.0
180.11,1,42.77,5.0
77.57,1,328.75,5.0
31.42,2,311.43,4.0
85.51,2,306.71,3.0
202.07,1,62.48,5.0
138.6,3,234.88,5.0
82.5,1,353.35,4.0
32.77,1,303.88,4.0
122.57,1,90.39,5.0
83.47,1,79.87,5.0
40.65,1,113.65,5.0
50.45,1,19.74,1.0
501.88,1,564.87,5.0
65.69,4,282.42,1.0
62.78,1,236.52,4.0
65.48,1,501.61,5.0
56.01,1,280.89,4.0
163.78,1,226.53,5.0
92.87,1,445.35,4.0
48.31,1,13.45,5.0
45.13,2,165.54,1.0
134.06,1,477.45,3.0
192.28,1,132.49,5.0
64.7,1,440.65,5.0
42.29,1,171.99,5.0
349.93,1,49.52,5.0
40.31,3,551.56,4.0
458.56,1,35.56,5.0
102.54,2,279.82,5.0
37.76,1,183.42,5.0
55.13,3,166.5,5.0
74.41,1,108.68,4.0
39.09,3,326.47,4.666666666666667
245.97,1,223.79,2.0
140.08,1,80.67,4.0
187.73,1,195.44,1.0
87.71000000000001,1,282.83,4.0
314.52,1,135.82,5.0
206.11,1,157.83,3.0
133.48,1,188.73,5.0
97.61,1,23.54,5.0
118.9,1,577.37,4.0
55.95,1,538.49,1.0
74.05,6,237.82,4.0
81.1,1,56.62,1.0
68.96000000000001,1,35.62,5.0
53.95,1,517.64,4.0
66.75999999999999,1,110.87,4.0
110.91,1,317.46,5.0
103.91,2,172.97,2.0
62.11,1,40.81,5.0
89.52,1,563.65,5.0
105.53,1,151.78,5.0
107.3,1,163.7,4.0
636.74,3,424.0,4.333333333333333
193.84,1,50.54,4.0
37.76,1,184.43,3.0
28.09,1,350.78,1.0
166.16,2,15.74,5.0
184.17,1,149.94,5.0
38.1,1,208.36,5.0
95.34,1,104.86,5.0
80.74,1,106.76,5.0
35.29,1,128.95,5.0
99.8,2,63.94,4.0
127.33,1,108.68,5.0
76.88,1,210.42,4.0
39.1,1,249.96,5.0
54.49,1,12.57,5.0
23.39,1,152.79,5.0
128.04000000000002,3,341.64,5.0
138.85,1,17.83,5.0
37.44,1,450.63,5.0
268.04,1,294.63,5.0
51.78,1,434.76,4.0
310.19,2,161.77,2.0
132.48,1,139.78,4.0
74.51,1,12.73,4.0
64.97999999999999,1,331.93,5.0
121.09,1,229.53,4.0
76.78,1,396.56,4.0
141.20000000000002,1,342.85,5.0
56.62,1,278.31,3.0
104.7,1,489.72,5.0
77.28999999999999,2,165.9,4.5
95.3,1,455.52,4.0
296.73,1,84.79,4.0
124.16,1,117.71,5.0
40.85,1,480.82,1.0
62.98,1,327.03,5.0
147.15,2,332.53,4.0
265.73,1,140.63,5.0
206.99,1,440.65,4.0
29.95,1,500.0,5.0
65.22,1,170.73,5.0
99.42,1,117.52,4.0
221.07,1,400.64,4.0
122.4,2,175.28,1.0
64.59,1,290.82,5.0
53.7,1,158.87,5.0
82.8,1,398.69,5.0
95.23,1,264.0,1.0
245.0,1,26.71,4.0
90.66,1,283.82,5.0
32.0,1,206.6,5.0
452.81,1,275.8,4.0
163.95,1,153.4,5.0
31.75,1,379.49,4.0
55.59,1,82.61,5.0
44.1,1,264.54,1.0
59.8,1,506.6,5.0
121.27,2,295.54,5.0
84.58,1,90.47,5.0
273.88,1,47.55,5.0
115.7,1,34.88,4.0
54.52,1,545.41,5.0
228.78,1,381.8,5.0
87.55000000000001,1,233.38,5.0
53.37,1,35.55,5.0
42.41,2,278.81,5.0
113.2,1,152.95,5.0
166.04000000000002,1,64.81,5.0
70.17,1,52.65,5.0
162.45000000000002,2,351.75,3.0
39.42,1,55.55,5.0
171.0,1,178.84,5.0
242.59,1,165.83,5.0
137.63,1,7.8,5.0
189.37,1,226.49,5.0
903.81,1,94.48,3.0
81.13999999999999,1,537.88,4.0
71.05,1,235.83,1.0
681.52,1,171.67,4.0
223.31,1,115.53,5.0
72.43,1,267.44,4.0
113.15,1,221.85,4.0
66.63,1,299.66,3.0
187.11,1,139.64,5.0
415.97,1,322.66,5.0
71.75,1,135.83,5.0
122.83,1,11.68,5.0
301.66,1,397.5,5.0
33.04,3,117.54,4.0
123.53,1,147.52,1.0
61.59,1,450.73,5.0
27.51,1,542.69,5.0
45.21,1,35.85,5.0
86.15,1,484.64,3.0
54.5,2,220.52,5.0
303.53,1,474.5,4.0
144.29000000000002,1,238.87,5.0
340.81,1,68.06,1.0
138.53,1,339.91,4.0
140.04000000000002,1,237.43,5.0
301.31,1,237.68,4.0
57.03,1,168.45,4.0
73.96000000000001,1,179.4,1.0
44.19,1,39.48,5.0
258.24,1,237.89,4.0
276.1,1,35.6,5.0
268.77,1,333.79,4.0
324.29,1,233.49,5.0
398.69,1,75.55,2.0
45.0,1,332.6,1.0
316.40000000000003,1,12.45,5.0
37.13,1,162.33,1.0
162.55,1,288.51,4.0
41.22,1,117.55,5.0
62.5,1,264.4,5.0
87.72,1,280.84,4.0
46.78,1,194.76,1.0
185.59,1,100.99,1.0
197.7,1,485.52,5.0
176.99,1,12.38,5.0
40.29,1,113.54,5.0
912.69,1,196.5,4.0
338.6,1,444.75,5.0
262.16,1,334.04,5.0
56.6,1,282.58,5.0
48.22,1,136.7,5.0
107.1,1,170.57,4.0
59.96,1,518.87,4.0
112.35,1,33.69,5.0
107.03,1,223.7,5.0
448.39,1,198.8,1.0
64.87,1,297.59,5.0
107.78,1,182.45,5.0
110.32,1,32.48,5.0
127.55,1,42.41,5.0
98.34,1,117.77,5.0
25.84,1,278.79,5.0
51.1,1,289.79,5.0
152.76,1,150.77,3.0
139.9,1,321.6,1.0
668.9499999999999,1,234.43,5.0
69.91,1,87.44,3.0
88.58,1,75.51,4.0
199.0,1,116.81,5.0
62.01,1,400.47,5.0
90.8,1,291.75,5.0
81.12,1,186.66,1.0
157.86,3,171.63,4.0
92.28,1,393.71,5.0
33.120000000000005,1,46.92,5.0
1093.93,1,181.57,5.0
33.72,1,208.73,5.0
65.36,1,196.68,5.0
63.44,2,230.4,1.0
35.4,1,182.39,4.0
25.84,1,318.53,4.0
35.86,1,574.53,5.0
59.34,1,261.91,5.0
46.09,1,139.07,4.0
20.29,1,72.49,5.0
72.65,1,243.58,5.0
59.97,1,20.74,4.0
197.02,1,23.71,5.0
27.6,1,148.7,2.0
297.87,1,100.23,5.0
111.91,1,405.39,5.0
90.28,1,325.4,5.0
166.8,2,282.92,3.0
36.96,1,166.85,5.0
33.56,1,131.78,1.0
113.44,1,203.47,1.0
31.22,1,11.91,5.0
56.88,1,116.6,5.0
103.55,1,332.84,5.0
31.77,1,243.41,5.0
242.12,1,457.47,5.0
45.45,1,174.36,5.0
41.07,2,336.5,4.0
31.77,1,202.48,3.0
110.87,1,470.9,1.0
170.57,1,530.6,5.0
73.85,1,497.51,5.0
108.62,1,54.75,1.0
17.78,1,283.41,5.0
76.33,2,132.85,4.0
190.77,1,484.69,3.0
236.32,1,175.82,4.0
98.22,1,157.91,4.0
77.57,2,316.77,5.0
285.45,1,426.6,4.0
37.83,1,66.84,5.0
149.78,1,97.74,5.0
34.09,1,213.9,5.0
50.05,2,163.47,5.0
37.68,1,230.59,5.0
139.93,1,44.5,4.0
26.25,1,165.62,1.0
34.01,1,527.43,1.0
216.87,1,239.75,4.0
62.14,1,212.57,5.0
181.94,1,41.45,5.0
91.16,1,296.77,4.0
186.85,1,271.64,5.0
59.6,1,349.82,4.0
65.34,1,22.81,3.0
104.35,1,492.48,5.0
110.55,1,158.62,2.0
231.99,1,516.59,4.0
97.0,2,196.49,1.0
194.91,1,283.79,1.0
120.9,1,30.4,3.0
313.82,1,38.81,5.0
106.87,2,469.65,4.0
59.85,1,325.54,5.0
41.69,1,235.44,5.0
95.31,1,263.34,5.0
52.66,3,566.91,5.0
142.67000000000002,4,16.46,4.0
59.0,1,418.61,5.0
183.43,1,391.74,3.0
133.06,1,275.44,4.0
50.86,1,493.95,5.0
270.72,1,292.83,4.0
21.72,1,449.7,5.0
360.38,1,21.5,2.0
147.78,2,133.31,3.0
57.8,1,454.47,5.0
494.62,3,15.72,4.333333333333333
59.01,1,423.61,3.0
226.71,1,236.82,5.0
100.62,1,323.8,4.0
42.68,1,345.99,3.0
40.86,1,692.84,1.0
59.69,1,431.9,4.0
84.56,1,24.88,5.0
90.41,1,46.65,4.0
67.83,2,88.9,1.0
662.62,1,463.84,5.0
161.8,1,236.63,5.0
49.82,1,361.73,5.0
28.48,1,13.91,3.0
85.14,1,404.05,5.0
173.7,1,11.54,5.0
280.81,1,65.55,1.0
30.41,1,8.75,5.0
89.88000000000001,2,237.36,5.0
46.26,1,25.42,4.0
77.57,1,477.74,5.0
300.56,1,149.57,4.0
44.53,1,269.77,5.0
49.33,1,291.68,4.0
48.3,1,20.85,5.0
267.13,1,278.74,5.0
76.65,3,348.45,5.0
151.79000000000002,1,571.42,5.0
48.78,3,114.75,4.0
39.42,1,519.94,4.0
85.14,1,433.75,5.0
32.69,1,418.6,4.0
178.59,1,478.84,4.0
95.22,1,263.55,5.0
75.75,3,131.71,5.0
58.11,1,199.96,1.0
29.33,1,237.38,5.0
1272.76,1,134.82,5.0
123.95,2,65.78,5.0
76.36,1,136.02,5.0
346.21,1,159.58,5.0
72.46,1,79.59,3.0
51.83,1,536.73,4.0
31.77,1,225.77,1.0
147.41,1,258.52,5.0
34.42,1,546.59,5.0
117.96,1,107.58,4.0
172.14,1,128.98,5.0
86.72999999999999,1,389.99,5.0
40.69,1,365.99,5.0
818.4,1,166.77,5.0
115.81,2,478.58,1.0
30.78,1,153.75,4.0
29.84,1,282.67,5.0
1400.0300000000002,2,272.4,4.0
88.72,2,316.53,5.0
110.93,1,377.91,5.0
63.0,1,276.33,1.0
30.28,2,366.72,5.0
156.4,1,519.33,1.0
44.09,1,326.65,4.0
53.13,2,99.88,5.0
165.79000000000002,1,269.86,5.0
72.18,2,51.5,5.0
61.05,1,298.64,4.0
1414.7,1,46.01,5.0
382.74,1,40.55,5.0
253.08,1,335.93,3.0
27.35,1,241.95,3.0
185.88,1,90.48,5.0
97.09,1,408.69,5.0
404.16,1,283.22,3.0
128.04000000000002,1,307.48,1.0
60.42,1,19.52,5.0
36.36,1,161.57,4.0
65.13,1,170.69,5.0
42.68,1,219.66,5.0
80.15,2,212.38,2.0
93.82,1,123.68,5.0
92.46,1,97.62,5.0
1054.63,1,237.57,4.0
29.41,1,38.12,5.0
204.59,1,163.63,1.0
47.58,1,38.58,5.0
42.47,3,133.42,1.0
83.89,1,127.77,4.0
85.75,1,41.44,3.0
253.79,1,417.94,5.0
199.26,1,28.96,3.0
148.06,1,282.87,3.0
38.09,1,358.77,5.0
42.87,1,33.68,5.0
192.47,1,250.9,5.0
99.47,1,62.46,4.0
374.15,1,394.47,5.0
377.53,1,579.45,5.0
282.08,1,22.8,4.0
88.53,2,163.36,5.0
118.65,1,103.41,5.0
73.34,1,358.56,4.0
106.08,2,242.35,5.0
62.63,1,156.69,4.0
134.92,1,83.47,5.0
207.25,1,143.52,3.0
47.01,1,30.63,3.0
110.58,1,43.64,5.0
77.06,1,561.68,5.0
76.06,1,499.76,5.0
68.43,1,17.87,5.0
91.27,1,295.79,4.0
257.02,1,391.71,4.0
56.77,1,116.59,2.0
99.65,1,42.69,4.0
91.28,1,277.68,5.0
69.78999999999999,2,103.98,5.0
67.41,1,291.58,5.0
33.33,2,376.82,3.0
76.77,1,265.83,5.0
48.21,1,95.71,5.0
69.44,1,70.84,4.0
98.7,1,454.61,5.0
54.07,1,324.42,5.0
102.64,1,237.87,5.0
111.52,1,107.53,5.0
156.73000000000002,1,181.66,5.0
36.85,2,366.95,4.5
143.18,1,397.88,2.0
90.18,2,318.79,5.0
291.5,1,442.41,5.0
380.2,1,94.88,5.0
138.15,1,249.63,1.0
52.83,1,136.76,1.0
23.71,1,301.88,5.0
127.87,2,122.95,5.0
108.2,1,146.84,3.0
150.97,2,382.7,5.0
455.49,1,154.44,3.0
73.34,1,328.98,5.0
160.12,1,334.74,5.0
199.69,1,146.66,5.0
162.91,1,282.63,4.0
72.68,1,225.34,5.0
61.75,1,293.51,5.0
53.7,1,134.75,5.0
120.59,1,125.8,5.0
148.26,1,194.66,4.0
118.17,1,260.75,5.0
35.17,1,292.38,5.0
61.4,1,17.51,5.0
88.91,1,183.63,4.0
138.91,2,116.56,1.0
163.78,1,17.95,5.0
127.99,1,7.43,5.0
261.47,1,413.97,4.0
217.15,1,273.98,5.0
134.59,1,168.44,3.0
69.84,1,464.94,3.0
79.56,1,286.8,3.0
153.43,1,209.84,1.0
257.85,1,40.49,5.0
59.3,2,148.73,1.0
24.0,1,353.55,3.0
51.76,2,157.75,3.0
167.29,1,424.48,3.0
140.91,1,544.96,3.0
28.75,1,212.76,3.0
32.77,1,264.8,5.0
62.38,1,475.88,4.0
187.75,1,115.91,3.0
330.5,1,277.7,4.0
119.79,1,32.71,4.0
340.47,5,27.35,5.0
285.96,2,94.93,1.0
76.85,1,228.34,3.0
142.14,1,228.88,5.0
1480.73,1,27.6,1.0
95.34,1,103.91,1.0
23.06,1,36.58,5.0
28.880000000000003,1,175.74,5.0
72.77,1,138.51,5.0
291.43,1,122.7,5.0
53.92,1,530.5,5.0
425.24,1,476.44,5.0
101.65,1,193.66,5.0
28.29,1,156.88,5.0
40.74,1,316.59,5.0
86.16,2,310.83,4.0
157.72,1,528.43,4.0
133.85,1,206.92,3.0
122.47,1,223.62,5.0
36.78,1,351.73,4.0
53.96,1,137.66,4.0
89.25,1,109.77,5.0
154.04,1,278.85,3.0
66.9,1,572.92,5.0
43.78,1,194.98,5.0
50.190000000000005,1,279.89,4.0
76.86,1,177.52,4.0
41.29,1,298.33,4.0
144.54,1,152.36,4.0
37.61,1,177.72,5.0
30.0,1,463.72,5.0
30.28,1,264.93,4.0
187.25,1,390.71,4.0
40.09,2,270.92,4.0
223.54,1,32.53,4.0
328.61,1,256.79,5.0
254.18,1,279.68,5.0
72.66,2,332.33,5.0
56.22,2,137.51,5.0
1435.58,1,515.97,5.0
515.8100000000001,1,194.43,4.0
45.97,1,49.61,5.0
200.33,1,59.95,5.0
271.43,1,155.72,3.0
76.74,1,76.76,5.0
83.41000000000001,1,383.69,5.0
138.32,1,324.83,5.0
310.21,1,24.48,4.0
34.0,1,188.81,5.0
183.4,1,277.87,5.0
113.87,1,567.48,4.0
369.6,1,297.83,4.0
73.16,1,312.84,5.0
419.04,1,297.6,4.0
198.9,1,292.95,5.0
116.85,1,240.89,3.0
148.69,1,112.46,5.0
199.26,1,29.97,4.0
30.39,1,124.84,5.0
76.09,1,235.35,5.0
134.2,2,158.75,5.0
392.02,1,37.67,5.0
303.42,1,523.6,5.0
53.58,3,83.06,4.0
148.35,2,140.47,1.0
57.68,1,425.52,4.0
37.62,3,410.77,1.6666666666666667
128.89,1,80.92,4.0
420.08,3,694.64,4.0
67.09,1,347.66,5.0
717.8199999999999,1,425.8,5.0
461.31,1,204.58,5.0
137.6,1,187.35,5.0
